product_id,product_key,categoriesID,name,price,url,image.image_link,image.alt
476414775,476414775-08689570800-a1,2420942,BLAZER DÁNG ÔM CÀI KHUY ZW COLLECTION,3.599.000 VND,https://www.zara.com/vn/vi/-p476414775.html?v1=476414775&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,BLAZER DÁNG ÔM CÀI KHUY ZW COLLECTION - Màu đen từ Zara
475413860,475413860-04192170802-p,2420942,ÁO GI LÊ DỆT KIM ÔM DÁNG,1.199.000 VND,https://www.zara.com/vn/vi/-p475413860.html?v1=475413860&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ DỆT KIM ÔM DÁNG - Màu xám từ Zara
493757926,493757926-08073362800-a1,2420942,ÁO KHOÁC BLAZER CHIẾT EO CÓ ĐỆM VAI,2.499.000 VND,https://www.zara.com/vn/vi/-p493757926.html?v1=493757926&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER CHIẾT EO CÓ ĐỆM VAI - Màu đen từ Zara
465580422,465580422-04749769485-a2,2420942,ÁO GI LÊ KẺ SỌC NHỎ,1.199.000 VND,https://www.zara.com/vn/vi/-p465580422.html?v1=465580422&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ KẺ SỌC NHỎ - Xanh dương/ Xám từ Zara
465580423,465580423-04749768401-a1,2420942,ÁO GI LÊ KẺ SỌC NHỎ,1.199.000 VND,https://www.zara.com/vn/vi/-p465580423.html?v1=465580423&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ KẺ SỌC NHỎ - Màu xanh nước biển từ Zara
478286534,478286534-03046515802-a3,2420942,ÁO KHOÁC BLAZER VẠT ĐẮP CHÉO OVERSIZE,2.199.000 VND,https://www.zara.com/vn/vi/-p478286534.html?v1=478286534&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER VẠT ĐẮP CHÉO OVERSIZE - Màu xám từ Zara
463253484,463253484-03046271737-a2,2420942,ÁO KHOÁC BLAZER HIỆU ỨNG DA LỘN,1.399.000 VND,https://www.zara.com/vn/vi/-p463253484.html?v1=463253484&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER HIỆU ỨNG DA LỘN - Màu nâu /nâu xám từ Zara
494243247,494243247-07522275732-a1,2420942,ÁO KHOÁC BLAZER OVERSIZE ZW COLLECTION,3.199.000 VND,https://www.zara.com/vn/vi/-p494243247.html?v1=494243247&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER OVERSIZE ZW COLLECTION - Màu caramel từ Zara
492467985,492467985-08833062505-1-a2,2420942,ÁO BLAZER DÁNG SUÔNG ZW COLLECTION,3.599.000 VND,https://www.zara.com/vn/vi/-p492467985.html?v1=492467985&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER DÁNG SUÔNG ZW COLLECTION - Kaki từ Zara
491640593,491640593-09760816605-p,2420942,ÁO KHOÁC BLAZER NHUNG CỔ TAY HIỆU ỨNG LÔNG,2.599.000 VND,https://www.zara.com/vn/vi/-p491640593.html?v1=491640593&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER NHUNG CỔ TAY HIỆU ỨNG LÔNG - Màu đỏ rượu từ Zara
